gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Cluster
1,0,0,1,56,0,No phone service,Fiber optic,No,No,No,No,No,No,One year,0,Credit card (automatic),96.6,5582.69,0,0
1,0,0,0,16,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,101.78,1512.76,1,2
1,0,0,1,25,0,No phone service,DSL,No,No,No,No,No,Yes,Two year,0,Credit card (automatic),96.81,2186.06,0,2
1,0,0,1,9,1,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),102.94,886.47,0,2
1,0,1,1,38,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,43.67,1555.39,0,1
1,1,0,0,8,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,0,Bank transfer (automatic),64.1,489.12,1,0
0,0,1,1,24,0,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,0,Mailed check,38.44,884.16,1,2
0,0,1,1,19,0,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,77.36,1535.83,1,0
1,0,0,1,14,1,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,50.17,758.42,1,2
0,0,1,0,10,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),91.97,916.09,0,1
1,0,1,0,15,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,92.4,1476.99,1,0
0,0,0,0,21,1,No,DSL,No,Yes,No,Yes,Yes,No,Two year,1,Credit card (automatic),111.78,2179.1,0,2
1,0,1,1,61,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,0,Bank transfer (automatic),110.9,6120.47,1,0
1,0,1,1,23,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),33.45,746.98,0,1
0,0,1,0,35,1,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,1,Bank transfer (automatic),37.68,1211.92,1,0
1,0,0,0,17,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,0,Bank transfer (automatic),88.39,1628.95,0,0
0,0,1,0,19,1,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,0,Credit card (automatic),115.16,2119.72,1,2
1,0,0,1,7,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,1,Electronic check,27.5,178.88,0,0
0,0,0,0,14,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),67.52,854.11,0,1
0,0,0,1,46,1,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,116.66,5509.24,0,0
0,0,1,0,23,1,Yes,DSL,No,No,Yes,No,No,Yes,One year,1,Bank transfer (automatic),67.56,1517.66,0,2
0,0,0,1,46,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,28.16,1285.37,1,0
0,1,0,1,17,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),97.52,1518.23,1,1
1,0,0,0,31,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,96.3,2909.02,0,0
1,0,1,1,41,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,1,Credit card (automatic),48.0,2053.07,0,0
0,0,1,1,36,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,98.47,3494.19,0,2
1,1,1,1,32,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,0,Credit card (automatic),62.05,1919.98,0,0
1,1,0,0,0,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,0,Credit card (automatic),43.28,2022.05,0,2
0,1,1,0,26,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),28.01,680.21,1,1
0,1,1,0,16,1,No,DSL,No,No,No,No,Yes,Yes,Two year,1,Mailed check,54.03,907.97,0,2
1,0,1,0,45,1,No,DSL,Yes,No,No,No,Yes,Yes,Two year,1,Credit card (automatic),92.76,4110.42,0,2
0,0,1,0,33,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,1,Credit card (automatic),91.68,2854.63,0,0
0,0,1,0,2,1,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,0,Electronic check,95.63,198.94,0,0
0,0,1,0,55,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,112.08,5944.96,0,1
1,0,0,0,11,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,66.84,757.9,0,2
0,0,0,1,25,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,72.75,1644.88,0,0
1,0,0,0,23,1,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,1,Credit card (automatic),80.79,2016.53,0,0
0,0,1,1,59,1,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,74.31,4064.48,1,0
1,0,1,1,57,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),115.02,6954.57,0,2
0,0,1,1,62,1,No,Fiber optic,No,No,No,Yes,No,No,Two year,1,Mailed check,34.45,2051.38,0,0
0,1,1,0,7,1,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,0,Credit card (automatic),97.44,665.05,0,0
0,0,0,0,72,1,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,28.31,1999.17,1,0
1,0,1,0,25,1,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,0,Mailed check,45.3,1122.12,1,0
1,0,0,0,57,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.78,1127.25,0,1
1,1,1,0,37,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),48.66,1911.25,0,2
1,0,0,0,48,1,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,0,Credit card (automatic),44.7,2119.72,0,0
0,0,0,0,42,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,60.43,2518.36,1,0
0,0,0,0,58,1,No,Fiber optic,No,No,No,Yes,No,No,One year,1,Credit card (automatic),27.91,1474.0,0,0
1,0,1,1,20,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,31.81,593.27,0,1
1,0,1,0,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.41,239.94,0,1
1,0,0,1,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,106.11,225.92,1,1
1,0,1,0,31,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),53.18,1552.48,1,0
1,0,0,0,20,1,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,0,Bank transfer (automatic),93.87,2055.73,0,0
1,0,1,1,13,1,No,Fiber optic,No,No,Yes,No,No,Yes,One year,0,Mailed check,95.16,1282.61,0,0
0,1,1,1,7,1,Yes,DSL,No,No,No,No,No,Yes,One year,0,Electronic check,111.68,792.59,0,2
1,0,1,0,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),66.26,414.82,0,1
1,0,0,0,58,1,No,DSL,No,Yes,No,No,No,Yes,One year,1,Mailed check,45.83,2767.23,0,2
1,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,31.07,33.88,1,1
0,0,1,1,68,0,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),74.78,4696.04,1,2
1,0,0,0,43,0,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,0,Bank transfer (automatic),74.47,3352.36,0,0
0,0,1,0,65,0,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,0,Electronic check,26.79,1894.53,0,0
0,1,0,0,17,1,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,34.22,596.17,0,2
1,0,1,1,15,1,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,79.54,1096.04,0,2
0,1,1,0,11,1,No,DSL,No,No,No,Yes,No,Yes,Two year,1,Mailed check,101.84,1024.32,0,2
1,0,1,0,59,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,43.31,2529.89,0,1
0,1,0,0,53,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,110.42,5769.37,0,1
1,0,1,1,39,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,47.21,1711.84,0,2
1,0,1,0,42,1,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Mailed check,33.46,1488.53,0,2
0,0,0,0,21,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,1,Electronic check,74.87,1708.07,0,0
1,0,0,1,3,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,85.23,277.06,0,2
1,0,1,0,20,1,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,1,Electronic check,48.41,972.38,0,2
0,0,1,0,22,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),72.94,1564.38,0,1
0,0,0,1,41,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Mailed check,78.18,3373.66,1,2
1,0,0,1,40,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),67.89,2494.71,0,1
0,0,1,1,15,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,28.07,423.14,1,0
1,1,0,0,35,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),72.05,2413.46,0,1
0,0,0,1,16,1,No,Fiber optic,No,Yes,No,No,Yes,No,One year,1,Mailed check,109.14,1804.94,0,0
0,0,0,1,53,1,Yes,Fiber optic,No,No,No,No,No,Yes,One year,1,Bank transfer (automatic),28.98,1509.37,0,0
0,0,0,1,6,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),115.01,680.57,1,0
1,1,1,0,40,1,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,81.6,3068.83,1,2
1,0,0,1,61,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,96.51,5938.7,0,0
1,0,1,0,56,1,No,DSL,Yes,No,No,Yes,Yes,No,One year,1,Bank transfer (automatic),54.42,2864.04,0,2
1,0,0,1,32,1,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,95.74,3176.38,0,2
1,0,1,0,25,1,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,1,Bank transfer (automatic),47.37,1280.75,1,2
0,0,0,0,23,0,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,1,Credit card (automatic),86.45,2149.6,0,2
1,0,1,1,30,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),38.09,1150.35,0,0
0,0,1,1,26,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,90.82,2296.58,1,1
0,0,1,1,48,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),67.95,3092.74,1,2
0,0,0,0,72,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),57.4,3935.4,0,0
1,0,0,0,65,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,115.44,7995.26,1,0
0,1,0,1,69,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Credit card (automatic),59.06,4286.15,1,0
1,0,0,0,30,1,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),29.79,975.93,1,2
1,0,1,1,24,1,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,1,Mailed check,23.1,543.86,0,0
1,1,1,0,15,1,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,1,Credit card (automatic),60.36,880.38,0,0
1,0,1,1,5,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,32.87,152.31,0,1
0,0,0,1,68,1,Yes,DSL,Yes,No,No,No,No,No,One year,1,Mailed check,89.62,6162.19,0,2
1,0,0,1,16,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),30.96,464.43,0,1
0,0,0,0,8,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,1,Electronic check,79.15,625.03,0,0
0,1,1,1,61,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),71.9,4793.5,0,1
1,0,0,0,12,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,40.64,530.23,0,1
0,0,0,0,6,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,68.86,383.75,0,0
0,0,0,0,17,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,59.57,987.23,1,1
0,0,0,0,44,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,38.99,1847.71,0,2
1,1,1,0,23,1,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,0,Electronic check,41.56,888.42,1,2
0,0,1,1,54,1,No,DSL,No,Yes,No,No,No,Yes,Two year,0,Electronic check,28.61,1486.13,0,2
1,0,0,0,31,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,76.81,2186.54,0,1
1,0,1,0,6,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),103.97,678.39,0,2
1,0,1,0,19,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,115.68,2156.95,1,1
1,0,1,0,18,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,1,Bank transfer (automatic),85.64,1474.28,0,0
0,0,0,0,61,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,95.36,5502.6,0,1
0,0,0,0,13,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,44.81,588.49,1,1
0,0,1,0,31,1,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,0,Mailed check,111.65,3325.18,1,0
1,0,0,0,8,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,109.08,827.31,1,1
0,0,0,0,48,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),65.64,3126.63,0,0
1,0,1,0,15,1,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,1,Electronic check,59.56,937.19,0,2
0,0,0,1,23,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,50.19,1162.9,0,1
1,0,0,0,29,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,1,Credit card (automatic),56.37,1765.72,1,0
1,1,1,0,7,1,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,1,Electronic check,76.28,481.18,0,0
1,0,1,0,9,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Mailed check,110.27,1014.62,0,0
1,0,1,0,35,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Mailed check,67.67,2478.95,0,0
0,0,0,0,23,0,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,0,Electronic check,48.78,1042.32,0,0
1,0,1,0,7,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.97,172.21,0,1
0,0,0,0,0,1,No,DSL,No,Yes,No,Yes,Yes,No,Two year,1,Mailed check,48.06,2022.05,0,2
0,0,0,1,32,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),100.46,3442.9,0,1
0,0,1,0,30,1,No,DSL,Yes,No,No,Yes,No,No,One year,1,Electronic check,41.11,1127.98,0,2
1,0,1,0,61,1,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,0,Bank transfer (automatic),35.87,2152.58,0,0
1,1,1,0,34,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,0,Bank transfer (automatic),112.16,3591.71,0,2
1,0,1,0,43,1,No,Fiber optic,No,No,No,No,No,No,Two year,1,Credit card (automatic),33.52,1565.32,0,0
0,0,1,0,46,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,86.67,3846.62,1,0
1,0,1,1,31,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Mailed check,105.43,3397.56,0,0
1,0,0,1,62,1,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,1,Mailed check,93.93,5850.2,1,2
0,0,1,0,21,1,No,Fiber optic,No,No,No,No,No,Yes,One year,0,Electronic check,101.85,2159.48,1,0
1,0,0,0,6,0,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,95.56,576.63,1,0
0,0,1,1,5,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,76.38,365.94,0,1
0,0,0,1,40,1,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),49.0,2031.03,0,0
0,0,0,0,11,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,1,Electronic check,55.54,668.95,0,0
1,0,1,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,24.53,1608.71,0,1
1,0,1,1,39,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,78.23,3076.54,0,1
0,0,0,0,68,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,27.52,1870.08,1,2
0,0,0,0,57,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),81.15,4418.35,1,0
1,0,1,1,2,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,75.55,160.26,1,1
1,0,0,0,42,1,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,1,Electronic check,40.58,1849.74,1,0
0,0,1,0,7,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),101.65,781.09,0,0
0,0,1,0,72,0,No phone service,DSL,No,Yes,No,Yes,No,No,One year,1,Electronic check,105.44,6944.18,0,2
0,0,1,0,12,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,21.73,274.41,0,0
1,1,0,0,55,1,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,54.73,2957.13,0,0
0,0,0,0,18,1,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),81.66,1485.62,1,0
1,0,0,0,22,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,71.88,1717.16,0,0
0,0,0,1,42,0,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,0,Credit card (automatic),69.85,2914.26,0,0
1,0,1,1,23,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),117.77,2444.42,1,0
0,0,0,1,2,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,1,Credit card (automatic),57.98,116.53,0,0
1,0,0,0,13,1,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,1,Credit card (automatic),100.22,1417.92,1,0
1,0,1,0,32,1,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,1,Credit card (automatic),74.17,2427.94,0,0
1,0,0,0,26,1,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),94.32,2537.41,0,2
1,0,0,0,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),50.25,604.64,0,1
1,0,1,0,45,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,0,Bank transfer (automatic),49.61,2334.91,0,0
1,0,1,0,70,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Electronic check,98.3,7188.09,1,2
0,0,0,1,45,1,Yes,DSL,No,No,No,No,No,No,Two year,1,Credit card (automatic),21.3,1002.66,0,2
0,0,1,0,15,1,Yes,DSL,No,No,No,Yes,No,No,Two year,1,Mailed check,22.96,343.44,0,2
0,0,1,0,57,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Mailed check,103.05,5700.27,1,0
1,0,0,0,13,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Mailed check,104.48,1448.62,0,0
1,0,1,0,42,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,53.61,2090.6,0,0
0,1,1,1,24,1,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,0,Electronic check,45.15,1126.4,0,0
1,0,0,1,14,1,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,1,Bank transfer (automatic),66.45,958.99,0,0
1,0,1,0,29,1,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,0,Bank transfer (automatic),34.48,1005.93,0,0
0,0,1,0,43,1,No,DSL,No,No,No,No,Yes,Yes,Two year,0,Electronic check,88.25,3691.87,1,2
0,0,0,0,8,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),92.06,731.75,0,1
0,0,1,0,10,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,37.97,392.4,0,2
0,0,0,1,65,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,1,Mailed check,20.9,1426.15,0,0
0,1,1,0,21,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,89.11,1709.11,0,2
0,0,0,0,19,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),83.37,1552.41,1,1
0,0,1,0,28,1,No,Fiber optic,No,No,Yes,No,No,No,Two year,0,Credit card (automatic),49.5,1283.99,1,0
1,0,1,1,62,1,No,DSL,No,No,Yes,No,No,No,One year,0,Mailed check,96.21,6147.39,0,2
1,0,1,0,40,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),111.83,4696.25,1,0
1,0,1,1,47,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Bank transfer (automatic),20.21,986.12,0,0
1,0,0,0,26,0,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),37.98,905.85,0,2
